Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Spending,Has_child,Living_With,Children
Graduate,Married,47743.0,Without_Kid,With_Teen,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,68,275,1,Partner,1
Undergraduate,Married,62972.0,Without_Kid,With_Teen,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,70,587,1,Partner,1
Postgraduate,Divorced,57333.0,Without_Kid,With_Teen,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,71,1662,1,Single,1
Postgraduate,Together,32313.0,With_Kid,Without_Teen,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,43,159,1,Partner,1
Postgraduate,Widow,84953.0,Without_Kid,Without_Teen,2013-06-03,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,72,1024,0,Single,0
Postgraduate,Divorced,27071.0,With_Kid,Without_Teen,2014-04-23,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,57,35,1,Single,1
Postgraduate,Together,68148.0,Without_Kid,Without_Teen,2013-08-31,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,68,1042,0,Partner,0
Postgraduate,Together,65735.0,With_Kid,With_Teen,2013-12-07,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,60,395,1,Partner,2
Postgraduate,Married,86836.0,Without_Kid,Without_Teen,2012-09-12,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,50,557,0,Partner,0
Postgraduate,Married,4023.0,With_Kid,With_Teen,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,62,9,1,Partner,2
Graduate,Married,30093.0,Without_Kid,Without_Teen,2013-07-08,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,35,69,0,Partner,0
Postgraduate,Married,57705.0,Without_Kid,With_Teen,2014-01-11,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,59,486,1,Partner,1
Graduate,Single,25008.0,With_Kid,Without_Teen,2014-02-02,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,37,34,1,Single,1
Undergraduate,Single,83257.0,Without_Kid,Without_Teen,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,30,1365,0,Single,0
Graduate,Together,22280.0,With_Kid,Without_Teen,2013-05-19,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,50,13,1,Partner,1
Postgraduate,Married,72159.0,Without_Kid,Without_Teen,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,47,1401,0,Partner,0
Graduate,Together,64260.0,Without_Kid,Without_Teen,2013-01-11,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,64,1574,0,Partner,0
Postgraduate,Single,82733.0,Without_Kid,Without_Teen,2013-09-10,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,41,1323,0,Single,0
Postgraduate,Divorced,74290.0,Without_Kid,With_Teen,2013-08-12,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,54,1217,1,Single,1
Postgraduate,Single,58217.0,With_Kid,With_Teen,2012-11-17,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,74,103,1,Single,3
Postgraduate,Together,21024.0,Without_Kid,Without_Teen,2013-07-04,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,49,84,0,Partner,0
Postgraduate,Married,70116.0,Without_Kid,Without_Teen,2013-01-26,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,53,1536,0,Partner,0
Graduate,Together,54006.0,With_Kid,Without_Teen,2012-09-18,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,40,581,1,Partner,1
Postgraduate,Married,69063.0,Without_Kid,With_Teen,2012-11-07,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,59,928,1,Partner,1
Undergraduate,Divorced,11448.0,Without_Kid,Without_Teen,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,50,14,0,Single,0
Graduate,Single,61825.0,Without_Kid,With_Teen,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,46,424,1,Single,1
Graduate,Married,70886.0,With_Kid,Without_Teen,2013-10-14,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,54,960,1,Partner,1
Graduate,Married,69109.0,Without_Kid,Without_Teen,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,43,1555,0,Partner,0
Graduate,Widow,60208.0,With_Kid,With_Teen,2012-10-07,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,52,656,1,Single,2
Postgraduate,Together,32889.0,With_Kid,With_Teen,2013-09-06,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,57,55,1,Partner,2
Graduate,Single,34738.0,With_Kid,Without_Teen,2014-05-11,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,41,20,1,Single,1
Postgraduate,Together,30538.0,With_Kid,Without_Teen,2012-10-01,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,54,367,1,Partner,1
Undergraduate,Together,82326.0,Without_Kid,Without_Teen,2014-03-10,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,48,2257,0,Partner,0
Postgraduate,Divorced,26642.0,With_Kid,Without_Teen,2014-03-01,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,58,42,1,Single,1
Graduate,Divorced,69932.0,Without_Kid,With_Teen,2013-06-12,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,61,1049,1,Single,1
Graduate,Single,44503.0,With_Kid,With_Teen,2014-04-16,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,53,48,1,Single,2
Postgraduate,Single,60200.0,Without_Kid,With_Teen,2013-01-02,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,77,685,1,Single,1
Graduate,Divorced,49638.0,Without_Kid,With_Teen,2014-04-19,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,73,39,1,Single,1
Undergraduate,Single,23830.0,Without_Kid,Without_Teen,2014-02-07,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,38,43,0,Single,0
Postgraduate,Widow,33051.0,Without_Kid,Without_Teen,2012-08-16,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,66,835,0,Single,0
Graduate,Married,72905.0,Without_Kid,Without_Teen,2014-01-21,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,67,1515,0,Partner,0
Postgraduate,Together,69702.0,Without_Kid,With_Teen,2013-02-19,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,74,1039,1,Partner,1
Graduate,Divorced,70300.0,With_Kid,Without_Teen,2013-07-15,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,50,1596,1,Single,1
Postgraduate,Married,70643.0,Without_Kid,Without_Teen,2012-10-15,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,41,1828,0,Partner,0
Postgraduate,Married,30396.0,With_Kid,Without_Teen,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,56,34,1,Partner,1
Postgraduate,Divorced,50616.0,Without_Kid,With_Teen,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,57,149,1,Single,1
Postgraduate,Single,62772.0,Without_Kid,With_Teen,2013-05-19,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,56,946,1,Single,1
Postgraduate,Single,30298.0,Without_Kid,Without_Teen,2014-05-19,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,40,28,0,Single,0
Graduate,Single,52413.0,With_Kid,Without_Teen,2012-11-03,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,41,450,1,Single,1
Postgraduate,Married,44155.0,With_Kid,With_Teen,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,68,46,1,Partner,2
Postgraduate,Divorced,86979.0,Without_Kid,Without_Teen,2013-11-07,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,54,1702,0,Single,0
Graduate,Together,76532.0,With_Kid,With_Teen,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,50,820,1,Partner,2
Graduate,Married,42081.0,With_Kid,Without_Teen,2013-02-26,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,43,382,1,Partner,1
Postgraduate,Married,67546.0,Without_Kid,Without_Teen,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,37,2126,0,Partner,0
Postgraduate,Together,88420.0,Without_Kid,Without_Teen,2014-05-02,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,36,2069,0,Partner,0
Graduate,Married,31158.0,With_Kid,Without_Teen,2013-01-27,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,40,72,1,Partner,1
Graduate,Divorced,61671.0,Without_Kid,With_Teen,2014-06-03,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,57,732,1,Single,1
Graduate,Single,69719.0,Without_Kid,Without_Teen,2014-05-26,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,51,801,0,Single,0
Graduate,Divorced,49160.0,Without_Kid,With_Teen,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,76,236,1,Single,1
Undergraduate,Together,24882.0,With_Kid,Without_Teen,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,47,80,1,Partner,1
Postgraduate,Single,90933.0,Without_Kid,Without_Teen,2014-03-31,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,71,1685,0,Single,0
Postgraduate,Single,113734.0,Without_Kid,Without_Teen,2014-05-28,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,80,277,0,Single,0
Postgraduate,Together,59292.0,Without_Kid,With_Teen,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,75,507,1,Partner,1
Postgraduate,Married,45759.0,With_Kid,With_Teen,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,61,68,1,Partner,2
Graduate,Single,22148.0,Without_Kid,Without_Teen,2014-04-13,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,42,49,0,Single,0
Postgraduate,Married,73395.0,Without_Kid,Without_Teen,2014-03-18,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,38,397,0,Partner,0
Graduate,Divorced,29819.0,With_Kid,Without_Teen,2013-10-24,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,54,39,1,Single,1
Graduate,Married,45688.0,Without_Kid,With_Teen,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,57,306,1,Partner,1
Graduate,Married,62820.0,Without_Kid,Without_Teen,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,71,976,0,Partner,0
Postgraduate,Married,60491.0,Without_Kid,With_Teen,2013-09-06,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,54,1028,1,Partner,1
Graduate,Together,33235.0,With_Kid,Without_Teen,2014-02-05,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,39,70,1,Partner,1
Graduate,Married,35701.0,Without_Kid,Without_Teen,2013-03-19,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,66,46,0,Partner,0
Postgraduate,Married,31535.0,With_Kid,Without_Teen,2013-09-26,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,45,51,1,Partner,1
Undergraduate,Together,92556.0,Without_Kid,Without_Teen,2014-04-20,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,65,1263,0,Partner,0
Graduate,Single,67384.0,Without_Kid,With_Teen,2012-11-10,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,55,1490,1,Single,1
Postgraduate,Together,80573.0,Without_Kid,Without_Teen,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,54,1564,0,Partner,0
Graduate,Married,77870.0,Without_Kid,With_Teen,2012-08-22,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,58,1815,1,Partner,1
Postgraduate,Widow,52278.0,Without_Kid,With_Teen,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,62,1198,1,Single,1
Graduate,Single,57107.0,Without_Kid,With_Teen,2012-08-24,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,57,416,1,Single,1
Graduate,Married,18929.0,Without_Kid,Without_Teen,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,35,85,0,Partner,0
Postgraduate,Single,36038.0,With_Kid,Without_Teen,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,44,47,1,Single,1
Graduate,Single,20180.0,Without_Kid,Without_Teen,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,49,137,0,Single,0
Postgraduate,Together,34230.0,With_Kid,With_Teen,2012-12-26,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,60,21,1,Partner,2
Undergraduate,Single,31878.0,Without_Kid,With_Teen,2014-06-22,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,48,70,1,Single,1
Undergraduate,Married,70932.0,Without_Kid,With_Teen,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,53,909,1,Partner,1
Graduate,Single,91249.0,Without_Kid,Without_Teen,2012-10-20,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,69,1676,0,Single,0
Postgraduate,Single,77598.0,Without_Kid,Without_Teen,2013-10-01,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,82,1735,0,Single,0
Graduate,Single,80982.0,With_Kid,With_Teen,2013-01-08,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,66,1191,1,Single,2
Postgraduate,Married,22701.0,With_Kid,Without_Teen,2013-09-05,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,48,24,1,Partner,1
Postgraduate,Married,55212.0,Without_Kid,With_Teen,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,56,1182,1,Partner,1
Graduate,Married,70617.0,Without_Kid,Without_Teen,2013-06-23,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,55,1280,0,Partner,0
Graduate,Single,64849.0,Without_Kid,Without_Teen,2012-11-13,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,68,1336,0,Single,0
Postgraduate,Married,62694.0,With_Kid,With_Teen,2013-06-17,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,60,749,1,Partner,2
Postgraduate,Married,61917.0,With_Kid,With_Teen,2013-11-20,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,51,91,1,Partner,2
Postgraduate,Married,67472.0,Without_Kid,With_Teen,2013-09-28,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,78,414,1,Partner,1
Postgraduate,Married,21059.0,With_Kid,Without_Teen,2014-01-07,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,43,44,1,Partner,1
Postgraduate,Married,29543.0,With_Kid,Without_Teen,2014-04-01,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,57,63,1,Partner,2
Graduate,Married,75903.0,Without_Kid,With_Teen,2013-04-08,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,74,901,1,Partner,1
Undergraduate,Together,34984.0,With_Kid,With_Teen,2012-09-06,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,50,38,1,Partner,2
Postgraduate,Single,54998.0,Without_Kid,With_Teen,2013-03-10,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,69,455,1,Single,1
Postgraduate,Widow,54356.0,Without_Kid,With_Teen,2012-11-19,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,76,775,1,Single,1
Postgraduate,Married,34242.0,Without_Kid,With_Teen,2014-03-23,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,66,15,1,Partner,1
Graduate,Married,25410.0,With_Kid,Without_Teen,2013-08-31,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,52,38,1,Partner,1
Postgraduate,Married,73356.0,Without_Kid,Without_Teen,2014-02-06,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,41,1512,0,Partner,0
Graduate,Together,28320.0,Without_Kid,With_Teen,2013-01-14,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,75,43,1,Partner,1
Graduate,Single,23763.0,With_Kid,Without_Teen,2012-08-07,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,48,42,1,Single,1
Graduate,Married,72570.0,Without_Kid,Without_Teen,2014-04-25,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,41,1089,0,Partner,0
Postgraduate,Married,34529.0,With_Kid,Without_Teen,2012-09-14,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,49,162,1,Partner,1
Graduate,Widow,70792.0,Without_Kid,Without_Teen,2013-02-06,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,74,1272,0,Single,0
Graduate,Married,63211.0,Without_Kid,Without_Teen,2012-11-02,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,43,1173,0,Partner,0
Postgraduate,Married,83891.0,Without_Kid,With_Teen,2014-06-20,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,51,816,1,Partner,1
Graduate,Single,36065.0,With_Kid,With_Teen,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,57,74,1,Single,2
Graduate,Together,39898.0,Without_Kid,With_Teen,2013-02-12,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,71,134,1,Partner,1
Postgraduate,Single,51141.0,Without_Kid,Without_Teen,2013-07-08,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,85,157,0,Single,0
Graduate,Married,56939.0,Without_Kid,With_Teen,2013-09-18,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,49,561,1,Partner,1
Graduate,Single,80872.0,Without_Kid,Without_Teen,2014-05-12,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,74,1336,0,Single,0
Postgraduate,Together,72335.0,Without_Kid,Without_Teen,2012-08-13,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,49,2092,0,Partner,0
Postgraduate,Single,61798.0,Without_Kid,Without_Teen,2013-11-23,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,61,463,0,Single,0
Postgraduate,Widow,76842.0,Without_Kid,Without_Teen,2014-05-03,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,75,1130,0,Single,0
Graduate,Together,29478.0,With_Kid,Without_Teen,2014-01-17,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,49,20,1,Partner,1
Graduate,Single,46998.0,Without_Kid,With_Teen,2012-10-22,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,69,377,1,Single,1
Graduate,Single,96843.0,Without_Kid,Without_Teen,2013-04-23,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,35,1544,0,Single,0
Postgraduate,Widow,56551.0,With_Kid,With_Teen,2014-05-07,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,75,138,1,Single,2
Postgraduate,Married,70053.0,Without_Kid,With_Teen,2013-07-03,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,60,1012,1,Partner,1
Postgraduate,Widow,71670.0,Without_Kid,Without_Teen,2013-07-09,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,63,1766,0,Single,0
Graduate,Married,44359.0,With_Kid,With_Teen,2014-06-17,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,47,45,1,Partner,2
Graduate,Single,40887.0,With_Kid,With_Teen,2013-05-06,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,73,161,1,Single,2
Graduate,Divorced,48877.0,Without_Kid,With_Teen,2014-01-05,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,59,144,1,Single,1
Graduate,Together,74485.0,Without_Kid,Without_Teen,2013-08-24,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,78,1734,0,Partner,0
Graduate,Together,64474.0,Without_Kid,With_Teen,2013-10-22,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,53,823,1,Partner,1
Graduate,Together,77226.0,Without_Kid,With_Teen,2014-02-28,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,62,1138,1,Partner,1
Graduate,Widow,72643.0,Without_Kid,Without_Teen,2013-02-27,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,76,1429,0,Single,0
Postgraduate,Together,85738.0,Without_Kid,Without_Teen,2014-01-23,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,47,1371,0,Partner,0
Graduate,Divorced,55686.0,Without_Kid,With_Teen,2013-02-14,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,59,982,1,Single,1
Graduate,Single,39062.0,With_Kid,Without_Teen,2014-03-25,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,42,44,1,Single,1
Graduate,Together,34600.0,With_Kid,With_Teen,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,54,318,1,Partner,2
Graduate,Married,40794.0,Without_Kid,With_Teen,2013-04-07,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,50,434,1,Partner,1
Undergraduate,Married,54690.0,With_Kid,With_Teen,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,54,198,1,Partner,2
Graduate,Married,4428.0,Without_Kid,With_Teen,2013-10-05,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,56,359,1,Partner,1
Undergraduate,Married,32632.0,Without_Kid,Without_Teen,2012-08-02,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,62,576,0,Partner,0
Postgraduate,Single,38236.0,With_Kid,With_Teen,2013-09-20,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,57,88,1,Single,2
Graduate,Married,36781.0,With_Kid,Without_Teen,2014-04-10,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1,46,63,1,Partner,1
Postgraduate,Single,31385.0,With_Kid,Without_Teen,2012-12-05,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1,41,27,1,Single,1
Graduate,Married,24570.0,With_Kid,Without_Teen,2013-02-27,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,41,193,1,Partner,1
Postgraduate,Divorced,25509.0,With_Kid,Without_Teen,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,51,101,1,Single,1
Graduate,Married,94642.0,Without_Kid,Without_Teen,2014-02-12,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,74,2211,0,Partner,0
Postgraduate,Married,58646.0,Without_Kid,With_Teen,2013-06-10,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,63,140,1,Partner,1
Graduate,Single,53201.0,With_Kid,With_Teen,2013-02-12,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,50,415,1,Single,2
Graduate,Together,21994.0,Without_Kid,With_Teen,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,68,22,1,Partner,1
Graduate,Married,57113.0,With_Kid,With_Teen,2013-02-06,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,47,263,1,Partner,2
Graduate,Married,51373.0,Without_Kid,Without_Teen,2013-06-22,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,34,393,0,Partner,0
Graduate,Married,23477.0,With_Kid,Without_Teen,2013-10-21,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,39,147,1,Partner,1
Graduate,Married,58116.0,Without_Kid,With_Teen,2014-04-13,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,69,443,1,Partner,1
Postgraduate,Divorced,72968.0,Without_Kid,Without_Teen,2013-12-16,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,1,62,1958,0,Single,0
Postgraduate,Married,39791.0,Without_Kid,With_Teen,2013-03-28,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,54,174,1,Partner,1
Postgraduate,Single,91712.0,Without_Kid,Without_Teen,2013-10-17,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,1,78,2217,0,Single,0
Graduate,Single,94472.0,Without_Kid,With_Teen,2014-04-03,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,67,1691,1,Single,1
Graduate,Together,13672.0,With_Kid,With_Teen,2013-04-17,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,65,25,1,Partner,2
Undergraduate,Married,96547.0,Without_Kid,Without_Teen,2014-05-23,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,1,45,809,0,Partner,0
Graduate,Married,79205.0,Without_Kid,Without_Teen,2012-08-29,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,1,50,895,0,Partner,0
Postgraduate,Together,56559.0,Without_Kid,With_Teen,2012-12-25,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,50,484,1,Partner,1
Postgraduate,Married,32644.0,With_Kid,Without_Teen,2013-01-16,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,52,413,1,Partner,1
Undergraduate,Single,67506.0,Without_Kid,With_Teen,2014-01-02,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,45,331,1,Single,1
